page_name,post_id,comment_no,reply_no,comment_text,username_anonymised,post_date,collection_date,replied_to_username
Progressive Gilgit - Baltistan,prgb_post014,3,0,ھونزہ کی تاریخ دنیاء کو معلوم ھے ء تک ھونزہ داخلی طور پر ایک آزاد ریاست تھی جسکو کچھ نادان اور نا عاقبت ادیش نام نہاد پزے لکھے حضرات اور اس وقت کے ایسے اکابرین جو میر اف ھونزہ کے ارد گرد خوش آمدیوں کیصورت میں غیر مناسب اور غیر تعمیری مشورے دیتے رہتے تھے جنکی وجہ سے ایسے عناصر محرومیت کے نام پہ سامنے آگئے اور ھونزہ کی سالہ فدیم آزاد ریاست کا خاتمہ ھو گیا ھونزہ کے عوام کی تاریخ ایک روشن اولعزم محنت کش اور بہادروں کی ھے جو اپنا اچھا برا سمجھتے ھیں جنکے آباؤاجداد نے جنگ آزادی گلگت بلتستان میں قائدانہ کردار ادا کیا تھا جسکا ثبوت چنار باغ گلگت کا یادگار بطور ثبوت قائم دائم ھے باقی رہا موصوف نے ایک گسی پٹی تحریر کے زریعے ھونزہ کے بارے میں سطحی ہمدردی کا اظہار کرتے ھوے ایک بے تکا تحریر پیش کیا ھے جسکی کوئی بنیاد نہیں آپ کے اطلاع کیلئے گزارش کروں کہ جس طریقے سے آغاخان فاونڈیشن کا زیلی ادارہ اے کے آر ایس پی ھے جس نے شمالی علاقہ جات کی دیہی ترقی میں انقلابی کردار ادا کیا ھے اسی طرح ips بھی آغاخان فاؤنڈیشن کا ایک ادارہ ھے جو صنعتی میدان میں بنیادی کردار ادا کریگا جس کے لئے بجلی پیدا کرنا پہلا فدم ھے اسکے بعد پھر شروع ھو جائینگے ٹوریزم انڈسٹری ایگریکلچر انڈسٹری کاٹیج انڈسٹری معدنی انڈسٹری وغیرہ وغیرہ اسکا ثمر اگلے سالوں میں سامنے جب آئیگا تو یہ موسمی مینڈک جو بے موسم ٹرا رہے ھیں تب نظر نہیں آئینگے,dd2970f918fd04be0042cd9cf42b05ea8daa9d8a,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,3,1,by the way your post is more gisi piti rather phatiiwithout any logic and without any evidence do you have a copy of the concession agreement have you read all the clauses you fail to differentiate even between akrsp and napak and try to use religion as a shield of your spineless argument,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,dd2970f918fd04be0042cd9cf42b05ea8daa9d8a
Progressive Gilgit - Baltistan,prgb_post014,3,2,شاہ جہانگیر کاش آپ میرے نوٹ کو گھسی پٹی افسوس آپ کو یہ لفظ درست طریقے سے لکھنا بھی نہیں آتا ہے قرار دینے سے پہلے اپنی معلومات کی صحت کا خیال رکھتے کمال تو یہ ہے کہ آپ پروپیگنڈے کا بری طرح سے شکار ہیں مثلا ips آغاخان فاونڈیشن کا ایک ادارہ ہے اب بتایں آپ کے اس دعوے پر میں کس طرح تبصرہ کروں یقینا آپ کے اس جھوٹ یا کم علمی پر مجھے کوی پریشانی نہیں ہے بس آپ نے ڈھٹای سے جھوٹ بولا مگر آپ کو کل صبح google کرکے دیکھنا چاہیے کہ ips کے شیرہولڈرز مالکان کتنے ہیں اور کون کون ہیں پھر کل ہی فیس بک پر اپنی اس فاش غلط دعوے پر معذرت کریں تو آپ کی عزت افزای ہوگی اسی طرح آپ کی تمام باتوں کا نہ سر ہے نہ پیر نہ معلومات نہ حقایق اور نہ ہی دلیل خوش رہو,5bfd1150948bbec6f319cd7ca87b2f25437ee209,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,3,3,بہت اچھا سوال اگر آپ industrial promotion services ips کی بات کر رہے ہیں تو یہ ادارہ aga khan fund for economic development akfed کا ہے کچھ اہم نکات ips akfed کی industrial and infrastructure development arm ہے اس کا دائرہ کار صرف پاکستان تک محدود نہیں ہے یہ افریقہ اور مرکزی ایشیا میں بھی کام کرتا ہے ips مختلف شعبوں میں کام کرتی ہے زرعی صنعت agroindustry توانائی renewable power مواصلات telecom اور ہیلتھ کیئر ایک مثال ips نے افریقہ میں ہائیڈرو پاور پلانٹس میں سرمایہ کاری کی ہے املا کی غلطی پہ معزرت باقی ips کے بارے میں اور معلومات چاھئیے یا اور کچھ,dd2970f918fd04be0042cd9cf42b05ea8daa9d8a,8w,1/24/2026 14:47,5bfd1150948bbec6f319cd7ca87b2f25437ee209
Progressive Gilgit - Baltistan,prgb_post014,3,4,آپ کو کس قسم کی دلیل یا ثبوت چاھئیے کہ napak ips آغاخان فنڈ برائے اکنامک ڈیویلپمنٹ کا زیلی ادارہ نہیں آپ کہنا کیا جاھتے ھیں,dd2970f918fd04be0042cd9cf42b05ea8daa9d8a,8w,1/24/2026 14:47,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429
Progressive Gilgit - Baltistan,prgb_post014,3,5,جناب والا انڈسٹریل پروموشن سروسز کے انچاس فیصد شیئرز دوسرے ملٹی نیشنل کمپنیوں کے پاس ہیں چودہ اشاریہ پانچ فیصد شیئرز جرمن انویسٹمنٹ کارپوریشن کے ہیں اور باقی دوسرے ملٹی نیشنل کمپنیوں کے پاس ہیں جن کی فہرست ان کے ویبسائٹ پر دستیاب نہیں آغا خان فنڈ فار اکنامک ڈیولپمنٹ کے پاس اکیاون فیصد شیئرز ہیں اس لحاظ سے یہ کمپنی کُلی طور پر آغا خان فنڈ فار اکنامک ڈیولپمنٹ کی ملکیت نہیں ہے,52cbac2f244cc336fcc37ab904e603904b66514f,8w,1/24/2026 14:47,dd2970f918fd04be0042cd9cf42b05ea8daa9d8a
Progressive Gilgit - Baltistan,prgb_post014,4,0,جب یہ ادمی ips کے خلاف ھے تو سمجھو یہ بندہ بےدین ھے ھنزہ کے لوگو اس ادمی سے بچ کے رھنا ھوسکتا ھے یہ غیر ملکی کسی ایجنسی کے لئے کام کرتا ھو تاکہ ھنزہ میں زیادہ نفرتیں پیدا ھو یھی اس کا ایجنڈا لگتا ھے,e54be4d85e3d197d5d3599acb43bc89c7ab2922e,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,4,1,بے دین مطلب آپ کی نظر میں دین کا مطلب کیا ہے آپ کی ایمان کا پیمانہ کیا ہے جو دوسروں پر بے دین کے القابات سے نوازتے ہو شرم آنی چاہیے آپ کے دنیور اور سلطان آباد میں کی جانے والی کرتوت کھول دوں کیا یہ ذاتیات پر مبنی بات نہ کریں تو اچھا ہے کس کے ایمان تولنے کا پیمانہ آپکا دیا ہوا ہے,b8a2dd21752c8ff21b78edd44865a21d7f3d4717,8w,1/24/2026 14:47,e54be4d85e3d197d5d3599acb43bc89c7ab2922e
Progressive Gilgit - Baltistan,prgb_post014,4,2,ادارے کے خلاف بات کرے گا رکاوٹ پیدا کرے گا مسائل پیدا کرے گا باوجود پرسنٹ کمنٹی کے بیج رھتے ھوے تو وہ دیندار نہی ھے یہ بندہ اغا خان کلچرل سروس میں ملازمت کرتا تھا وھاں سے کک اوٹ کیا تو یہ ھرکتیں کرتا ھے,e54be4d85e3d197d5d3599acb43bc89c7ab2922e,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,4,3,bilkul zaffar bhi ya banda koyi thk nhi ha lagta ha koyi agent lag raha ha,1cdd4c35c75321b426ba22cd07e54a3f4292cce3,8w,1/24/2026 14:47,e54be4d85e3d197d5d3599acb43bc89c7ab2922e
Progressive Gilgit - Baltistan,prgb_post014,4,4,asa logun ko black list karna chaya her group sa,1cdd4c35c75321b426ba22cd07e54a3f4292cce3,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,4,5,پرسنٹ لوگوں کے درمیان بیٹھ کر مستی دیکھا رھا ھے یہ بندہ ایسا کام ایجنٹ ھی تو کرتے ھیں بھائ,e54be4d85e3d197d5d3599acb43bc89c7ab2922e,8w,1/24/2026 14:47,1cdd4c35c75321b426ba22cd07e54a3f4292cce3
Progressive Gilgit - Baltistan,prgb_post014,4,6,ان کا چھترول کرنے کی ضرورت ھے جو علاقے کے لئے problem پیدا کرتے ھیں تو,e54be4d85e3d197d5d3599acb43bc89c7ab2922e,8w,1/24/2026 14:47,1cdd4c35c75321b426ba22cd07e54a3f4292cce3
Progressive Gilgit - Baltistan,prgb_post014,4,7,mey tum jaisay deebdaar logon pe lanat bechtaa hoon jho khojoon ki companies ko deen ka juz samaj ke follow kartay hain tumhari auqat ka iss post sey pata chal raha hayjab maloomat mukamal na ho tou baknay ki zaroorat nahiips ki jo harkatay hain aadey sey ziyada log iss ke khilaf hain magar khojoon ke dalal issy ibadat samajh ke bhonktay rehtay hain kuch sharam karom,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,e54be4d85e3d197d5d3599acb43bc89c7ab2922e
Progressive Gilgit - Baltistan,prgb_post014,4,8,woh agent ha ya nahee apbata tum agent ho khojoon ke,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,e54be4d85e3d197d5d3599acb43bc89c7ab2922e
Progressive Gilgit - Baltistan,prgb_post014,4,9,ظفر بیگ گلوی آپ کے معلومات اور منطق دیکھیں آپ کے نظر میں ips ایک مقدس ادارہ ہے حالانکہ یہ ایک ملٹی نیشنل کمپنی ہے جو سور کے گوشت سے لے پلاسٹک ریٰیل اسٹیٹ اور بجلی کے کارخانے اور کاروبار کرتی ہے پھر اس بڑی کمپنی میں جرمن فرانس برطانیہ ناروے اور امریکہ کے کمپنیوں کے فیصدی شیرز ہیں مگر آپ کہتے ہیں جو ips کے خلاف بات کرے گا وہ یقینا بے دین ہوگا کیا آپ کے akdn جینوا میں کام کرنے والے بڑے افیسرز سارے آپ کے دین کے پیروکار ہیں یا کچھ دوسرے مذاہب یا بے دین افراد بھی ہیں سوشل میڈیا کے قارین کو معلومات تو دے دیں,5bfd1150948bbec6f319cd7ca87b2f25437ee209,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,4,10,خوجوں کے زیر قیادت چلنے والے کاروباری اداروں سے سوال کرنا بے دین ہوگئے کمال کے لوگ ہے کہاں کہاں سے ایسے نگینے صفت لوگ نمودار ہوتے ہیں,d5abcf5f130af7930fead6ba6d73dd5ec14fe74b,8w,1/24/2026 14:47,e54be4d85e3d197d5d3599acb43bc89c7ab2922e
Progressive Gilgit - Baltistan,prgb_post014,5,0,jalnay walay ka munh kala,47a46951227f61a4bd999c42d6c988e4cb499819,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,5,1,juuuu,a20eb2c4eab944fd77a66c5502106593700c1b4d,8w,1/24/2026 14:47,47a46951227f61a4bd999c42d6c988e4cb499819
Progressive Gilgit - Baltistan,prgb_post014,6,0,jo log is mou kay mokhalif thay in ka moun kala,fb8b976da7b4540a191bdae4c20244b703e99b1f,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,6,1,juuuu,a20eb2c4eab944fd77a66c5502106593700c1b4d,8w,1/24/2026 14:47,fb8b976da7b4540a191bdae4c20244b703e99b1f
Progressive Gilgit - Baltistan,prgb_post014,6,2,ye hy sarkari ki zimedari lekn gb may kaha hy koi sarkar saray thekedar bethy hue hy government k intizar may naslay andhery ma marty marty chali gyi ab nawabadiyati yad aya,355f0bdf69ad699370b1c2933e690510eed96b7f,8w,1/24/2026 14:47,fb8b976da7b4540a191bdae4c20244b703e99b1fagrchi
Progressive Gilgit - Baltistan,prgb_post014,6,3,marhaba chacha juu gor shuwa sena oskilatay thu k ka sen,9e8b44d9451d2d4a8ffd2fff48519a59b5fbe458,8w,1/24/2026 14:47,fb8b976da7b4540a191bdae4c20244b703e99b1f
Progressive Gilgit - Baltistan,prgb_post014,6,4,hamay government ka hath bitana chahiye nana jii akdn ingos ya ngos banay isi liye ha,fb8b976da7b4540a191bdae4c20244b703e99b1f,8w,1/24/2026 14:47,355f0bdf69ad699370b1c2933e690510eed96b7f
Progressive Gilgit - Baltistan,prgb_post014,6,5,umarat barkat kako salman,1cdd4c35c75321b426ba22cd07e54a3f4292cce3,8w,1/24/2026 14:47,fb8b976da7b4540a191bdae4c20244b703e99b1f
Progressive Gilgit - Baltistan,prgb_post014,6,6,is bandy ko gb cm seat dana chaya,1cdd4c35c75321b426ba22cd07e54a3f4292cce3,8w,1/24/2026 14:47,fb8b976da7b4540a191bdae4c20244b703e99b1f
Progressive Gilgit - Baltistan,prgb_post014,7,0,i have also reservation but directly we have not concernedbut being hunzai we support hunza,f78d6f2207a79868424f35b40e91d52043eb275a,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,8,0,agreed with the comments of ameer hayat shb some people are crying now who have enjoyed earlier in these organisations,a692f73668f5e563b65ae62539372b2d9883d409,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,9,0,pehlay apai ahmadabad ki tanzeem k paisai lota doobaqi batain baad main,ea5cf5cfb68ef16302a65e12bea342256fa7b065,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,10,0,hunza ko maashi tor pr lootnay ka intezaam aj mukammal ho gya mubarak ho,a94997d87ec9b7d47c4f9b9a826c7a4b302130a9,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,10,1,rupee pr unit toba starting he rupee baad ka pata nhi ka b ho skta hay,a94997d87ec9b7d47c4f9b9a826c7a4b302130a9,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,11,0,ya banda pagal hey ya ehmaq estarha ki bat usko acha lagta hey jo khud be kuch karin face book pey bhonktey key alaea kuch nahi karty,1e63324b448fa0505c7b5cfb1a1843efe58dac41,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,11,1,ہنزہ کے لیے دوچار اس طرح کے پاگل ہونگے تب ہنزہ کی تقدیر بدلے گا ورانہ تازوں کے چکر میں سارا ہنزہ فروخت ہوجائے گا,d5abcf5f130af7930fead6ba6d73dd5ec14fe74b,8w,1/24/2026 14:47,1e63324b448fa0505c7b5cfb1a1843efe58dac41
Progressive Gilgit - Baltistan,prgb_post014,11,2,شکریہ جناب پاگل اور احمق کا لقب سے نوازنے کے لیے آپ یہ بتایے کہ آپ کو میری کس بات سے زیادہ پریشانی لاحق ہوگیی ہے کیا آپ میرے دلایل حقایق اور شواہد کو جھٹلا سکتے ہیں کیا آپ نے اس معاہدے کو پڑھا ہے اگر معاہدہ نہیں پڑھا ہے معلومات آپ کے پاس نہیں ہیں تو خاموش ہی رہتے یا مجھ سے معاہدے کی کاپی مانگ لیتے,5bfd1150948bbec6f319cd7ca87b2f25437ee209,8w,1/24/2026 14:47,1e63324b448fa0505c7b5cfb1a1843efe58dac41
Progressive Gilgit - Baltistan,prgb_post014,11,3,bhai iss majeed ki photos daikh ke tou nahee lagta ke ye mentally stable hayignore kar,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,d5abcf5f130af7930fead6ba6d73dd5ec14fe74b
Progressive Gilgit - Baltistan,prgb_post014,12,0,hunza ka sab sai bada dalal hai ya tehreer wala,ea2717eb9eb4dc4ac29ab1a29bcdbc33a2adb878,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,13,0,kash ap us idaray may hotay tou aj ya batain nahe hoti ab ap nahe hain tou sub galat hota hai natural hai dard takleef or bahot kuch,6ddc0838ef6311555a8017df0987e00083c3396a,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,13,1,you are working as a guest services officer in serena now i understand what is keeping you to talk nonsense,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,6ddc0838ef6311555a8017df0987e00083c3396a
Progressive Gilgit - Baltistan,prgb_post014,13,2,i was working with serena like sahib was working with akcsp for various years,6ddc0838ef6311555a8017df0987e00083c3396a,8w,1/24/2026 14:47,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429
Progressive Gilgit - Baltistan,prgb_post014,13,3,but there is stark difference in what you did earning money for khojas and shareholders of ips with distruction of economy vs what he managed to do ciqam project women empowerment and environmental protection you worked to earn moneyhe worked to bring projects is that simply understandable to you,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,6ddc0838ef6311555a8017df0987e00083c3396a
Progressive Gilgit - Baltistan,prgb_post014,13,4,je je bilkul sahib mujay us farq ka pata bahot achay say hai bhaijan chalain empowerment ki agar ap bath kartay hain tou may phir us behas may nahe jana chahta bhaijan bahar hal jo be kahain wo jo projects ki bath kar rahay hain unka roots be tou same hai bhaijan,6ddc0838ef6311555a8017df0987e00083c3396a,8w,1/24/2026 14:47,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429
Progressive Gilgit - Baltistan,prgb_post014,13,5,mean aap keh rahay hain ke akdn ney kaam acha kya hay tou uska haq banta hay ke for profit projects ki thekadari shukroo karain,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,6ddc0838ef6311555a8017df0987e00083c3396a
Progressive Gilgit - Baltistan,prgb_post014,13,6,bhaijan profit ki bath nahe yahn service ki bath hai,6ddc0838ef6311555a8017df0987e00083c3396a,8w,1/24/2026 14:47,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429
Progressive Gilgit - Baltistan,prgb_post014,13,7,ye aap ki sooch hayservice kaisamonopoly ki baat hayagar ye intay achay hain tou concession agreement qun nahee latay awam ke samnay government jab akdn aur hunzukutz ke ke beech jaghra kaway gaaa phir aap ko yaad aye gaa,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,6ddc0838ef6311555a8017df0987e00083c3396a
Progressive Gilgit - Baltistan,prgb_post014,14,0,hamaray so called think tanks ko q taklef ho rehi,9e8b44d9451d2d4a8ffd2fff48519a59b5fbe458,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,14,1,جب بل دینا سٹارٹ کرینگے تب رونا نہی,d81be32fce03db24ad4ba4bcef623ab35c175223,8w,1/24/2026 14:47,9e8b44d9451d2d4a8ffd2fff48519a59b5fbe458
Progressive Gilgit - Baltistan,prgb_post014,14,2,khuda k wali tumhay npak bill danay kay qabil bana raha hai har shobay may tumhari taraqi hogi tum ehel o khudmuktar banday banogay bill danay say masla hai tov chilas may ja k betho charwahon k sath these so called think tanks are misleading our sada hunzokux awam afsos hai,9e8b44d9451d2d4a8ffd2fff48519a59b5fbe458,8w,1/24/2026 14:47,d81be32fce03db24ad4ba4bcef623ab35c175223
Progressive Gilgit - Baltistan,prgb_post014,14,3,ap ko mai abi jawab nai dunga ap ko jawab tub dunga jub npak aye gi aur ap rona dohna strat karo gey,d81be32fce03db24ad4ba4bcef623ab35c175223,8w,1/24/2026 14:47,9e8b44d9451d2d4a8ffd2fff48519a59b5fbe458
Progressive Gilgit - Baltistan,prgb_post014,15,0,hunza ma ips any se mukhlefeen ka mu kala hogya,a20eb2c4eab944fd77a66c5502106593700c1b4d,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,16,0,kia ham qabur umeed lagaye bathenjaise bi chahiya roshni chahiya,34ff6fddd22db7cb98862f28d35904e8a4ed56de,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,16,1,shuwa chga ata kako,70b09626882c1a009820b82511239843200a0338,8w,1/24/2026 14:47,34ff6fddd22db7cb98862f28d35904e8a4ed56de
Progressive Gilgit - Baltistan,prgb_post014,17,0,per my knowledgenpak has already invested around million usd to strengthen the energy infrastructure transmission and distribution system in upper lower and central hunza this upgrade was fairly necessary before moving towards further generation of power as per my opinion it is a great initiative since water power department gb miserably failed to accommodate consumers in decades nonetheless consultation with stakeholders should have been done by relevant govt authorities before enacting any agreement with npak for the sake of confidence building fairness and transparency,b13586a6173cb6e3aaf7138f0bdb8ff5d131a40b,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,18,0,itni lambi kahani likhnay say power production k lye koi advice deytay baig sab,860c48f7d793792cfa8fed3e0df8af88ee09dfd0,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,19,0,saal agy ka sochta ha aur is ki bataonb ko samjdar hi samj sakta ha proud of u,d24c9da75f66bb043b9c54dffb96dc826b1fe734,7w,1/24/2026 14:47,5bfd1150948bbec6f319cd7ca87b2f25437ee209
Progressive Gilgit - Baltistan,prgb_post014,20,0,shukar hai jaan chord gaye,4dbc2e1f546b7ed303e76cdb5813beabf9c9fc2d,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,21,0,hum hunza kai basi hain humin koi itraz nhi salun ma govt ghaty bjli nhi daski hum npak ko khush amadeed khty hain,34c5ca38c60b0b150e3bef5453792e18a5f1dd6d,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,22,0,we are paying rupees unit,81a0176c5eff09e221c554fee21c85a1b0ee31d5,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,22,1,rupees per unit is very dangerous for future of hunza i am unable to understand and how come an investor invests in rugges peaks for profits,c5c93ecdecd0962fdf8ec6acb5ac8182a49422ca,8w,1/24/2026 14:47,81a0176c5eff09e221c554fee21c85a1b0ee31d5
Progressive Gilgit - Baltistan,prgb_post014,23,0,khar ga bhai hunza wally wassy b ziyda tooon rahty ha agar ya tajurba kamyab howa to or distric b sell hongy nahi howa to hunza waly b tab tak hosh mai aya gy,362f2973831949831af30c2fc702fac8b724702f,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,24,0,bhot behtareen iqdaam tm j say arastu or sukhraath ki wajay say ajj hunza tareeki ma hai,60cdc2ab39a7e166b9252a7e5220338038b931ad,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,25,0,munafiq log,39f063d5444140cd00d9ee6547b69fb75b68f0a4,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,26,0,your article is totally propaganda yahi ips tajikistan ma or afghanistan ma electricity de rha ha tou hunza ma kiya masla ha government ka ips k saath agreement krna acha fasla ha,ddcf5f411a3b40938546f9fb1361d4d4ad2072eb,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,27,0,punjab ma pipes ke bjle ke belat pe awam jalde gaye han ab gb walon ko be ise shkanje ma fansa rhe han hunza ma total mgw ke zrorat ha kia sarkar gb mgwat bjle payda nhe kar sakte ha itne na ahel ha to maqamy ngo ko fanding kare ya maqamy bde bde tanzemon ko bjle bnane ke zemadary de jaye,0c03f6cad52ff5a7c7adf2893bea3c074e48a491,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,28,0,تعجب ہو رہا ہے کہ ہنزہ میں پچھلے سال سے بجلی کا رونا رو رہے ہیں جب ایک مستند ادارہ جن کا دنیا کے کئی ممالک میں بجلی کی ترسیل اور پیداوار کا اچھا خاصا تجربہ ہے اور کامیابی سے دوسرے ملکوں میں وہاں کی حکومتیں وہاں کے لوگ اس ادارے سے مطمئن ہیں اور ان کو بجلی مناسب ریٹ پر مل رہی ہے اور وہ اپنا روزمرہ کا پکاروبار چلا رہے ہیں اور یہی ادارے حکومت وقت گلگت بلتستان کے کابینہ کے مشورے سے ہ ہنزہ ڈسٹرکٹ میں پہلی دفعہ اپنا کام کا اغاز کر چکی ہے جس کی وجہ سے ہمیں امید ہے کہ لوڈ شیڈنگ کے لعنت اور ڈسٹرکٹ ہنزہ میں ترقی کے کام کو روکنے والے لانتیوں سے چھٹکارا مل جائے گا اور بہت جلد خنزہ بذات خود بین الاقوامی ٹورزم کا ایک حب ہے دن دگنی رات چگنی ترقی کرے گا ہم حاجی گلبر صاحب ان کے وزراء و ممبران کا تہ دل سے مشکور ہے کہ جاتے جاتے انہوں نے ہنزہ کے لیے نہایت ہی نیک کام کیا ہے جس کا ہم تہ دل سے مشکور ہیں باقی بڑے بڑے جالی فلاسفار ہنزہ میں ترقی دیکھنا نہیں چاہتے بھلے وہ اسلام اباد میں رہیں یا کہیں اور جلا وطنی اختیار کریں ان کی بلا سے شکریہ,f85b471347f39b4b8cd1f421f68e56bfc3b01138,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,29,0,ips ka mukhlefeen sharam se dub maro hunza ki tarqi ap ko hazm nahi hoti ha,a20eb2c4eab944fd77a66c5502106593700c1b4d,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,30,0,ان جیسوں کی وجہ سے آ ج ھم اندھیرے میں ہیں,d1ef8a1c54a9016b4d73d2a509b55408fdb3eb2d,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,31,0,انگور کھٹے ہیں,1bc7dd5284efc6974cad065094c2a712745add8f,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,31,1,qun ke ips ke angoor bhee numheri hain,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,1bc7dd5284efc6974cad065094c2a712745add8f
Progressive Gilgit - Baltistan,prgb_post014,32,0,ab time pa light to milay ge,4dbc2e1f546b7ed303e76cdb5813beabf9c9fc2d,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,33,0,کھسیانی بلی کھمبا نوچے,52c371092a09cb026a91fb778818f782e9d2969a,8w,1/24/2026 14:47,
Progressive Gilgit - Baltistan,prgb_post014,33,1,ye aap ki aqal sey oper ki batain hain aap bili aur chohay ka game agay daik ko gey,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,52c371092a09cb026a91fb778818f782e9d2969a
Progressive Gilgit - Baltistan,prgb_post014,33,2,yes you are right doc im above and beyond khisyani billees,52c371092a09cb026a91fb778818f782e9d2969a,8w,1/24/2026 14:47,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429
Progressive Gilgit - Baltistan,prgb_post014,33,3,aap ki liye aik jumlaa bili ke khwab ney chichray,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,52c371092a09cb026a91fb778818f782e9d2969a
Progressive Gilgit - Baltistan,prgb_post014,33,4,ips akdn for years its time to change please grow up now,52c371092a09cb026a91fb778818f782e9d2969a,8w,1/24/2026 14:47,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429
Progressive Gilgit - Baltistan,prgb_post014,33,5,we have already grown upperhaps like you need to wake up first and then grow up this agreement is good only for business mafias in hunza and utterly disgusting for domestic consumers who will remain captive consumers of ips and napak,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429,8w,1/24/2026 14:47,52c371092a09cb026a91fb778818f782e9d2969a
Progressive Gilgit - Baltistan,prgb_post014,33,6,the agreement has already been signed baby long live akdn,52c371092a09cb026a91fb778818f782e9d2969a,8w,1/24/2026 14:47,7a9cb86e36ad7e32f5ef0cabd7063bb9f26dc429
Progressive Gilgit - Baltistan,prgb_post014,34,0,یہاں ایک اعلی تعلیم یافتہ لکھاری کے جواب میں کسی پڑھے لکھے شخص نے کوئی مناسب حوالہ دینے کے بجائے زیادہ تر نے جہالت کا مظاہرہ کیا ہے جس کا جواب دینا اپنا وقت برباد کرنے کے برابر ہے بہرحال اس سے یہ تو ظاہر ہو رہا ہے کہ سرمایہ داروں نے ہنزہ والوں کو بیوقوف بنایا ہے بیوقوفوں کو سمجھ اپنی چاہئے کہ سرمایہ دار نیک کام نہیں کرتے بلکہ پیسے بناتے ہیں,e8e51d45d796338675bfefa658a4ca82df2b3375,8w,1/24/2026 14:47,
